EmpID,StartDate,ExitDate,Title,Supervisor,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
3850,2020-01-05,2022-04-25,Sr. Network Engineer,Cheryl Cook,MSC,Active,Part-Time,Zone B,Temporary,Voluntary,Gas likely father read individual fly serve.,IT/IS,Yard (Material Handling),17-08-1953,MA,Administration,Male,77264,Hispanic,Single,Fully Meets,3
3851,2019-01-18,2020-03-30,Sr. Network Engineer,Thomas Hanson,NEL,Leave of Absence,Contract,Zone C,Temporary,Resignation,Law particularly paper friend.,IT/IS,Executive,7/7/1994,CT,Manager,Male,38058,Black,Married,PIP,3
3852,2019-03-01,2021-09-25,Principal Data Architect,Dr. Eric Henderson,PL,Leave of Absence,Part-Time,Zone A,Temporary,Retirement,Modern fight pattern.,IT/IS,Field Operations,10/9/1987,CT,Laborer,Female,34011,White,Widowed,PIP,3
3853,2021-08-14,2022-11-05,Enterprise Architect,James Horn,PYZ,Leave of Absence,Full-Time,Zone A,Temporary,Resignation,Rule yes maintain treatment.,IT/IS,General - Con,18-07-1983,MA,Operator,Female,56198,Asian,Single,Fully Meets,3
3854,2019-06-06,2019-09-05,Network Engineer,Matthew Miranda,WBL,Active,Part-Time,Zone B,Temporary,Retirement,Area card test push day effect.,Executive Office,Technology / It,24-01-1942,MA,Manager,Male,72343,Black,Single,Fully Meets,3
3855,2021-05-25,2022-08-13,Network Engineer,Jason Patel,WBL,Active,Part-Time,Zone B,Part-Time,Retirement,Case try necessary test. Full today TV bit year.,Executive Office,People Services,1/10/1999,MA,Accountant,Male,77314,Other,Widowed,Fully Meets,3
3856,2023-03-17,2023-06-12,Network Engineer,Michael Young,TNS,Active,Part-Time,Zone C,Part-Time,Involuntary,Stand cut knowledge staff course than class.,Executive Office,Wireline Construction,17-05-1994,MA,Groundman,Male,57170,Other,Divorced,PIP,3
3857,2022-10-02,2022-10-11,IT Support,Lindsey Osborne,SVG,Active,Contract,Zone B,Temporary,Voluntary,Forget budget now window.,IT/IS,Fielders,24-05-1963,MA,Engineer,Male,18837,Black,Widowed,PIP,3
3858,2022-01-22,,IT Support,Gerald Yu,PYZ,Active,Full-Time,Zone B,Full-Time,Unk,,IT/IS,Engineers,2/7/1951,MA,Technician,Male,90580,Other,Married,Fully Meets,3
3859,2019-11-29,2022-08-18,IT Support,Randall Keller,PL,Active,Full-Time,Zone B,Part-Time,Voluntary,Conference feeling notice military.,IT/IS,Fielders,20-04-1992,MA,Engineer,Female,70282,Hispanic,Married,PIP,3
3860,2020-07-01,2022-09-22,IT Support,Ricky Banks,NEL,Active,Contract,Zone B,Temporary,Resignation,A matter seven second professor.,IT/IS,Catv,4/1/1996,MA,Lineman,Female,86329,Asian,Single,Fully Meets,3
3861,2022-03-24,,Sr. Network Engineer,Jessica Figueroa,PL,Active,Full-Time,Zone C,Part-Time,Unk,,IT/IS,General - Con,25-02-1965,MA,Flagger,Male,70757,Other,Widowed,PIP,3
3862,2019-05-13,2023-06-06,Sr. Network Engineer,Lindsey Gibson,BPC,Leave of Absence,Part-Time,Zone B,Temporary,Involuntary,Contain result down realize employee image in.,IT/IS,Project Management - Con,5/5/1989,CT,Engineer,Male,58224,White,Married,PIP,3
3863,2019-06-07,,Principal Data Architect,Jeremy Hanson,CCDR,Active,Contract,Zone A,Temporary,Unk,,IT/IS,Aerial,19-03-1972,MA,Technician,Female,38413,Other,Single,PIP,3
3864,2022-12-05,2023-06-13,Enterprise Architect,David Chung,SVG,Leave of Absence,Contract,Zone A,Full-Time,Resignation,Sort blue time total.,IT/IS,Aerial,27-04-1969,MA,Laborer,Female,32977,Other,Married,Needs Improvement,3
3865,2020-09-29,2021-10-22,Network Engineer,Jacob Russo,MSC,Active,Part-Time,Zone C,Temporary,Involuntary,Me husband about special within.,Production       ,Sales & Marketing,3/10/1963,MA,Vp,Male,9209,Asian,Single,Needs Improvement,3
3866,2020-09-04,2021-04-17,Network Engineer,Harold Lee,TNS,Active,Contract,Zone A,Full-Time,Retirement,First bed red in.,Executive Office,Field Operations,9/11/1959,MA,Technician,Male,58737,Other,Divorced,Fully Meets,3
3867,2018-08-26,,Network Engineer,Heather Hill,PYZ,Active,Part-Time,Zone B,Full-Time,Unk,,Executive Office,Catv,21-10-1986,MA,Clerk,Male,5363,Other,Widowed,Fully Meets,3
3868,2019-08-17,,Network Engineer,Jasmine Smith,WBL,Active,Contract,Zone A,Part-Time,Unk,,IT/IS,Finance & Accounting,23-03-2000,MA,Administrative,Male,51175,Hispanic,Widowed,Fully Meets,3
3869,2019-09-25,2020-02-07,IT Support,Shawn Martin,NEL,Active,Full-Time,Zone A,Temporary,Voluntary,Investment radio bring who. Big move rise return.,IT/IS,Field Operations,10/6/1977,MA,Drafter,Male,49132,Hispanic,Divorced,Fully Meets,3
3870,2023-03-11,2023-03-11,IT Support,Mr. Todd Lawson,PL,Active,Contract,Zone B,Temporary,Resignation,Capital economy while notice this nice.,IT/IS,Project Management - Con,23-11-1966,MA,Laborer,Male,64853,Asian,Single,Fully Meets,3
3871,2022-12-15,,IT Support,Laura Sanchez,BPC,Active,Full-Time,Zone B,Full-Time,Unk,,IT/IS,General - Con,5/6/1971,MA,Lineman,Female,39859,White,Widowed,Fully Meets,3
3872,2018-08-10,2021-02-08,IT Support,Jeffrey Ramos,CCDR,Active,Contract,Zone B,Part-Time,Resignation,Four yourself strong give focus meeting.,IT/IS,Engineers,8/1/1966,MA,Director,Female,48135,Asian,Single,Fully Meets,3
3873,2022-03-04,2023-06-22,Sr. Network Engineer,Patricia Johnson,NEL,Active,Full-Time,Zone B,Part-Time,Resignation,Up reason question past attention.,IT/IS,Executive,27-10-1972,MA,General Manager,Male,41066,Hispanic,Widowed,Fully Meets,3
3874,2020-06-02,,Sr. Network Engineer,Brandy Greer,PL,Active,Part-Time,Zone C,Part-Time,Unk,,IT/IS,General - Con,22-10-1997,CT,Laborer,Male,28613,Hispanic,Married,Fully Meets,3
3875,2021-06-29,,Sr. Network Engineer,Charles Velez,BPC,Active,Contract,Zone A,Temporary,Unk,,IT/IS,Underground,23-08-1969,CT,Laborer,Male,81215,Asian,Divorced,Fully Meets,3
3876,2021-10-24,,Principal Data Architect,Deborah Bell,CCDR,Active,Contract,Zone C,Temporary,Unk,,IT/IS,General - Con,30-05-1954,MA,Lineman,Female,70578,Hispanic,Single,PIP,3
3877,2018-10-22,2020-04-07,Network Engineer,Christian Ortega,MSC,Active,Part-Time,Zone A,Full-Time,Resignation,Increase town serious care support key heavy.,Executive Office,General - Con,21-01-1976,MA,Lineman,Male,81607,Asian,Single,PIP,3
3878,2018-09-08,2021-08-23,Network Engineer,Michael Morton,TNS,Active,Contract,Zone B,Part-Time,Voluntary,Hot star town often onto although cultural.,Executive Office,Engineers,18-02-1967,MA,Engineer,Male,69536,Other,Divorced,Fully Meets,3
3879,2019-02-08,2023-02-24,Network Engineer,Brian Aguirre,PYZ,Active,Full-Time,Zone C,Part-Time,Involuntary,Say rate glass natural study pattern.,IT/IS,Field Operations,13-01-1996,MA,Clerk,Male,16655,Hispanic,Married,Fully Meets,3
3880,2021-03-29,2021-06-27,Network Engineer,Richard Gonzalez,WBL,Active,Part-Time,Zone B,Temporary,Voluntary,Offer kitchen foreign role.,IT/IS,General - Con,15-05-1973,MA,Clerical,Male,73726,Black,Single,Fully Meets,3
3881,2019-06-19,,IT Support,Karen Elliott,NEL,Active,Part-Time,Zone B,Part-Time,Unk,,IT/IS,Field Operations,12/11/1992,MA,Laborer,Male,14181,Other,Divorced,Fully Meets,3
3882,2019-01-30,,IT Support,Kelly Bean,PL,Active,Contract,Zone C,Part-Time,Unk,,IT/IS,Wireless,15-02-1946,MA,Operator,Female,14438,Asian,Married,Fully Meets,3
3883,2022-05-06,2022-09-26,IT Support,Jacob Hamilton,BPC,Active,Contract,Zone B,Full-Time,Involuntary,Here employee minute officer southern.,IT/IS,Field Operations,16-06-1991,MA,Administrator,Female,11294,White,Widowed,Fully Meets,3
3884,2019-02-02,,IT Support,Barbara Skinner,CCDR,Active,Full-Time,Zone B,Temporary,Unk,,IT/IS,Engineers,27-04-1987,MA,Engineer,Female,96985,Black,Widowed,Fully Meets,3
3885,2021-12-08,,Sr. Network Engineer,Aaron Oconnor,EW,Active,Full-Time,Zone B,Part-Time,Unk,,IT/IS,Engineers,21-10-1948,CT,Engineer,Female,93436,Black,Single,Fully Meets,3
3886,2018-10-12,,Sr. Network Engineer,Christine Mcgee,MSC,Active,Part-Time,Zone B,Temporary,Unk,,IT/IS,Wireless,6/12/1977,CT,Technician,Male,42646,Other,Single,Fully Meets,3
3887,2022-04-22,2023-05-15,Sr. Network Engineer,Jose Moran,NEL,Leave of Absence,Contract,Zone B,Temporary,Retirement,Fact item service few contain less available.,IT/IS,General - Con,24-06-1954,CT,Flagger,Male,54502,White,Divorced,Exceeds,3
3888,2021-09-05,2022-07-08,Principal Data Architect,Jimmy Beck,PL,Leave of Absence,Full-Time,Zone B,Full-Time,Retirement,Too within that room.,IT/IS,Engineers,20-06-1987,MA,Engineer,Female,88391,Other,Divorced,Fully Meets,3
3889,2022-09-05,2022-10-30,Network Engineer,Lisa Chase,TNS,Active,Contract,Zone B,Part-Time,Resignation,With affect give water contain lose subject wide.,Executive Office,General - Con,15-10-1982,MA,Foreman,Male,26421,Black,Single,Fully Meets,3
3890,2022-07-19,2023-04-25,Network Engineer,Susan Livingston,WBL,Active,Full-Time,Zone B,Temporary,Resignation,Card around respond current seem along.,IT/IS,General - Con,20-08-1999,MA,Foreman,Male,85660,Asian,Divorced,Fully Meets,3
3891,2022-05-26,,Network Engineer,April Castillo,BPC,Active,Full-Time,Zone C,Temporary,Unk,,IT/IS,Engineers,4/7/1960,MA,Engineer,Male,60107,Other,Single,Fully Meets,3
3892,2022-10-31,,Network Engineer,Diane James,CCDR,Active,Full-Time,Zone A,Full-Time,Unk,,IT/IS,Engineers,1/4/1978,MA,Principal,Male,60831,Hispanic,Divorced,Fully Meets,3
3893,2023-03-22,2023-07-28,IT Support,Allison Shannon,EW,Active,Full-Time,Zone B,Part-Time,Involuntary,Series remember American lawyer probably be.,IT/IS,General - Con,15-04-1953,MA,Laborer,Female,68298,Asian,Married,Fully Meets,3
3894,2023-05-29,,IT Support,David Long,MSC,Active,Full-Time,Zone A,Full-Time,Unk,,IT/IS,Aerial,2/3/1959,MA,Lineman,Female,72913,Black,Married,Fully Meets,3
3895,2020-02-23,2021-09-08,IT Support,Kelly Hall,NEL,Active,Full-Time,Zone C,Full-Time,Retirement,Right hold rule similar yeah later floor.,IT/IS,Splicing,16-05-1943,MA,Tester,Female,3137,Other,Single,Fully Meets,3
3896,2019-08-13,2022-07-10,IT Support,Rachel Sanchez,PL,Active,Part-Time,Zone B,Temporary,Involuntary,Meeting wind concern action. Scene western serve.,IT/IS,Engineers,20-11-1980,MA,Project Manager,Female,2618,Other,Widowed,Fully Meets,3
3897,2019-03-25,2021-09-13,Sr. Network Engineer,Hector Singleton,NEL,Active,Part-Time,Zone A,Part-Time,Retirement,All machine best age ask court.,IT/IS,Aerial,31-03-1956,CT,Project Manager,Female,84396,Black,Married,Fully Meets,3
3898,2018-12-14,2023-02-11,Sr. Network Engineer,Denise Oconnor,PL,Leave of Absence,Part-Time,Zone C,Temporary,Retirement,Cut during return could hit view born present.,IT/IS,General - Con,11/7/1948,CT,Lineman,Male,83611,Asian,Single,Fully Meets,3
3899,2021-03-07,2021-08-31,Sr. Network Engineer,Ruben Cook,BPC,Leave of Absence,Contract,Zone B,Part-Time,Resignation,Issue teacher page true relate. Fight out learn.,IT/IS,Engineers,22-06-1943,CT,Engineer,Female,88656,Other,Divorced,Fully Meets,3
3900,2023-06-16,,Principal Data Architect,Amy Duncan,CCDR,Active,Contract,Zone C,Full-Time,Unk,,IT/IS,Field Operations,26-09-1995,MA,Field Technician,Female,79249,Asian,Single,Fully Meets,3
3901,2021-06-18,,Network Engineer,Anthony Cruz MD,EW,Active,Part-Time,Zone A,Temporary,Unk,,Executive Office,Project Management - Eng,5/2/1988,MA,Project Manager,Male,3921,Hispanic,Single,Fully Meets,3
3902,2023-05-22,2023-06-16,Network Engineer,Michelle Perry,MSC,Active,Contract,Zone B,Temporary,Resignation,Deep certainly boy record.,Executive Office,Wireline Construction,2/6/1964,MA,Groundman,Male,84876,Black,Single,Fully Meets,3
3903,2019-05-14,,Network Engineer,Victoria Shaw,TNS,Active,Full-Time,Zone A,Full-Time,Unk,,IT/IS,Field Operations,21-07-1993,MA,Driver,Male,66324,Hispanic,Single,Fully Meets,3
3904,2020-12-27,,Network Engineer,Brad Lee,PYZ,Active,Contract,Zone A,Part-Time,Unk,,IT/IS,Engineers,3/3/1970,MA,Engineer,Male,86510,Asian,Widowed,Fully Meets,3
3905,2020-08-04,2022-02-04,Network Engineer,Todd Baker,WBL,Active,Full-Time,Zone A,Full-Time,Involuntary,Brother reduce since no during.,IT/IS,Billable Consultants,8/6/1958,MA,Engineer,Female,48843,Black,Widowed,Fully Meets,3
3906,2020-08-25,,IT Support,Samuel Padilla,NEL,Active,Contract,Zone C,Temporary,Unk,,IT/IS,Wireline Construction,5/9/1975,MA,Splicer,Female,70797,Other,Married,Fully Meets,3
3907,2022-02-24,,IT Support,Michael Wright,PL,Active,Full-Time,Zone A,Temporary,Unk,,IT/IS,Engineers,11/7/1964,MA,Director,Female,6437,White,Married,Fully Meets,3
3908,2019-08-06,2021-03-21,IT Support,Bryan Foley,BPC,Active,Part-Time,Zone C,Temporary,Resignation,Reduce center top without.,IT/IS,Splicing,11/7/1986,MA,Splicer,Female,92289,Black,Married,Needs Improvement,3
3909,2021-08-01,2021-09-24,IT Support,April Anderson MD,CCDR,Active,Part-Time,Zone C,Part-Time,Resignation,Expect maintain knowledge thus.,IT/IS,General - Eng,26-05-1944,MA,Administrative,Female,58900,Other,Married,Needs Improvement,3
3910,2022-07-13,2023-01-22,Sr. Network Engineer,Matthew Calderon DDS,WBL,Active,Part-Time,Zone A,Part-Time,Voluntary,Concern morning while.,IT/IS,Wireless,22-02-1997,MA,Technician,Female,35673,White,Widowed,Needs Improvement,3
3911,2021-05-28,,Sr. Network Engineer,Bryan Ramos,NEL,Active,Full-Time,Zone A,Part-Time,Unk,,IT/IS,Splicing,29-07-1950,CT,Splicer,Male,68952,White,Widowed,Fully Meets,3
3912,2020-07-06,2021-01-18,Sr. Network Engineer,Alan Harris,PL,Leave of Absence,Part-Time,Zone C,Full-Time,Involuntary,Reach music five away. Too fish sure be.,IT/IS,General - Con,19-05-1968,CT,Foreman,Male,97493,Hispanic,Widowed,Needs Improvement,3
3913,2020-01-14,2022-06-08,Sr. Network Engineer,Rodney Hart,BPC,Leave of Absence,Full-Time,Zone A,Part-Time,Resignation,Management so author training floor stage could.,IT/IS,Project Management - Con,2/6/1942,MA,Purchasing,Female,69903,White,Married,Fully Meets,3
3914,2020-02-04,2021-01-29,Network Engineer,Jorge Mayo,SVG,Active,Contract,Zone C,Temporary,Resignation,Whole shake score look.,Executive Office,Engineers,22-07-1958,MA,Project Manager,Male,9758,Other,Single,Exceeds,3
3915,2022-08-28,,Network Engineer,Kimberly Good,TNS,Active,Contract,Zone B,Part-Time,Unk,,IT/IS,Field Operations,3/5/1991,MA,Foreman,Male,31391,Other,Widowed,Fully Meets,3
3916,2022-06-27,,Network Engineer,Stephanie Harris,WBL,Active,Part-Time,Zone C,Temporary,Unk,,IT/IS,Project Management - Con,25-05-1964,MA,Coordinator,Male,14939,Other,Widowed,Fully Meets,3
3917,2019-12-19,2023-03-31,Network Engineer,Ethan Allison,PYZ,Active,Part-Time,Zone C,Full-Time,Retirement,Might control article admit may water.,IT/IS,General - Con,11/4/1993,MA,Technician,Female,89635,Black,Widowed,Exceeds,3
3918,2020-09-24,2023-03-27,Network Engineer,Christian Mullen,WBL,Active,Contract,Zone A,Full-Time,Voluntary,Road he court. Officer blood couple.,IT/IS,Field Operations,17-06-1960,MA,Laborer,Female,48262,Asian,Widowed,Fully Meets,3
3919,2023-07-06,,IT Support,Debra Oneal,NEL,Active,Contract,Zone C,Full-Time,Unk,,IT/IS,Field Operations,7/10/1944,MA,Tower Hand,Female,42410,Asian,Divorced,Fully Meets,3
3920,2021-04-11,2022-12-19,IT Support,Cynthia Willis,PL,Active,Full-Time,Zone A,Part-Time,Involuntary,Sit parent popular even travel level who.,IT/IS,Field Operations,4/11/1961,MA,Laborer,Female,62625,Other,Divorced,Fully Meets,3
3921,2020-02-12,2022-07-15,IT Support,Lauren Douglas,BPC,Active,Contract,Zone A,Part-Time,Retirement,Form law draw east through particularly.,IT/IS,Splicing,30-11-1943,MA,Splicer,Female,56684,Other,Married,Fully Meets,3
3922,2018-12-25,,IT Support,Katherine Wright,CCDR,Active,Part-Time,Zone A,Full-Time,Unk,,IT/IS,General - Con,4/10/1996,MA,Lineman,Female,26513,White,Widowed,Fully Meets,3
3923,2021-12-25,2023-06-19,Sr. Network Engineer,Jennifer Lester,WBL,Active,Full-Time,Zone C,Part-Time,Involuntary,Mouth activity price take take rather.,IT/IS,Aerial,16-03-1955,MA,Foreman,Female,26918,Hispanic,Single,Exceeds,3
3924,2021-05-22,,Sr. Network Engineer,Erin Tran,NEL,Active,Full-Time,Zone B,Full-Time,Unk,,IT/IS,General - Con,27-04-1993,CT,Technician,Male,86917,Other,Widowed,Fully Meets,3
3925,2020-05-03,2022-11-14,Sr. Network Engineer,Bill Barnes,PL,Leave of Absence,Contract,Zone C,Part-Time,Resignation,Environment Democrat personal design now.,IT/IS,General - Sga,15-10-1960,MA,Vp,Male,64495,Hispanic,Widowed,Fully Meets,3
3926,2019-02-27,,Sr. Network Engineer,Nicole Morales,BPC,Active,Full-Time,Zone C,Full-Time,Unk,,IT/IS,Wireless,16-12-1941,MA,Supervisor,Female,47528,Hispanic,Single,Needs Improvement,3
3927,2020-03-01,2022-03-05,Network Engineer,Gary Davidson,SVG,Active,Contract,Zone C,Temporary,Involuntary,Four American something smile.,Executive Office,Aerial,12/10/1982,MA,Lineman,Male,50639,Other,Single,Fully Meets,3
3928,2021-01-27,2021-10-18,Network Engineer,Walter Powell,TNS,Active,Full-Time,Zone A,Temporary,Resignation,Red say check wish car food between member.,IT/IS,General - Con,11/7/1956,MA,Laborer,Male,59834,White,Widowed,Fully Meets,3
3929,2023-06-18,2023-07-24,Network Engineer,Kimberly Wolf,WBL,Active,Contract,Zone C,Part-Time,Resignation,Whom part moment eye. Off wear be hold listen.,IT/IS,Wireline Construction,20-04-1977,MA,Clerk,Female,73645,Asian,Married,Fully Meets,3
3930,2019-11-24,,Network Engineer,Patricia Andrews,BPC,Active,Contract,Zone A,Part-Time,Unk,,IT/IS,General - Con,9/4/1984,MA,Helper,Female,65218,Asian,Married,Fully Meets,3
3931,2021-09-24,,Network Engineer,Michelle King,CCDR,Active,Part-Time,Zone A,Temporary,Unk,,IT/IS,Engineers,26-06-1960,MA,Drafter,Male,34001,Black,Widowed,Fully Meets,3
3932,2022-08-17,,IT Support,Kenneth Rodriguez,EW,Active,Contract,Zone B,Full-Time,Unk,,IT/IS,General - Eng,21-04-1965,MA,Billing,Female,23569,Black,Single,Fully Meets,3
3933,2023-04-18,,IT Support,Kevin Hudson,MSC,Active,Contract,Zone A,Part-Time,Unk,,IT/IS,Engineers,21-08-1967,MA,Engineer,Female,46935,White,Married,Fully Meets,3
3934,2020-04-15,2022-05-13,IT Support,Dustin Sanchez,NEL,Active,Full-Time,Zone C,Temporary,Involuntary,Development operation wrong law room.,IT/IS,Executive,3/1/1979,MA,Vp,Female,80168,Asian,Widowed,Fully Meets,3
3935,2020-12-25,,IT Support,Jennifer Flores,PL,Active,Full-Time,Zone C,Full-Time,Unk,,IT/IS,Aerial,16-11-1993,MA,Lineman,Male,97304,White,Widowed,Fully Meets,3
3936,2022-07-21,2023-05-01,Enterprise Architect,Stephen Rasmussen,MSC,Terminated for Cause,Full-Time,Zone B,Temporary,Involuntary,Manage brother himself deal.,IT/IS,General - Sga,27-06-1998,CT,Director,Male,6033,Other,Widowed,Fully Meets,3
3937,2022-11-04,,Database Administrator,Christina Williams,EW,Active,Contract,Zone C,Part-Time,Unk,,IT/IS,Field Operations,13-09-1944,MA,Laborer,Male,1960,White,Widowed,Fully Meets,3
3938,2020-04-20,,Data Analyst,Brittany Evans,BPC,Active,Part-Time,Zone B,Temporary,Unk,,IT/IS,Field Operations,28-05-1955,MA,Tower Hand,Female,1886,Hispanic,Married,Fully Meets,3
3939,2019-09-05,,Data Analyst,Nicole Hill,CCDR,Active,Part-Time,Zone A,Part-Time,Unk,,IT/IS,General - Con,4/9/1992,TX,Foreman,Male,78230,Black,Married,Fully Meets,3
3940,2019-08-11,,Sr. DBA,Kaitlyn Young,EW,Active,Contract,Zone B,Full-Time,Unk,,IT/IS,General - Con,9/8/1958,MA,Technician,Male,2148,Other,Divorced,Fully Meets,3
